index,Team,Points Scored,Points Allowed,Win/Loss,FG%,3p FG%,Ft%,Rebounds,Offensive Rebounds,Assists,Steals,Blocks,Turnovers:,Fastbreak Points,Points in Paint,Fouls
328,Trail Blazers,116,105,W,41.2,38.5,92.9,62,14,18,4,8,7,11,44,20
329,Clippers,105,116,L,46.1,34.8,75,50,7,19,2,10,7,6,54,22
330,Warriors,111,134,L,48.3,35.7,77.3,46,8,31,5,6,18,4,34,22
331,Bucks,134,111,W,51.5,25.7,77.8,59,13,33,11,7,12,20,84,23
332,Magic,117,108,W,51.2,41.9,84.2,48,10,26,8,6,16,10,40,18
333,Wizards,108,117,L,51.2,40.7,68.4,43,6,24,8,3,19,18,52,18
334,76ers,133,132,W,47.9,32.4,75.6,72,13,33,3,15,17,28,50,33
335,Hornets,132,133,L,39.1,40,75,64,14,25,10,5,7,16,38,33
336,Hawks,109,124,L,45.6,25,75,61,9,17,6,2,16,16,48,21
337,Pistons,124,109,W,47.4,42.6,63.2,50,10,30,10,6,11,24,40,31
338,Heat,102,110,L,45,51.9,59.3,49,9,27,6,6,24,13,42,27
339,Pacers,110,102,W,54.4,35,58.6,54,6,20,10,5,18,15,50,26
340,Nuggets,110,112,L,46,27.8,73.5,65,15,20,3,5,13,4,54,28
341,Nets,112,110,W,40.9,36.4,66.7,57,12,21,7,9,8,10,48,24
342,Jazz,123,115,W,55.8,38.2,80,56,8,29,4,4,17,4,50,21
343,Celtics,115,123,L,44.3,39.5,90.9,35,5,31,11,3,8,11,38,20
344,Kings,121,110,W,45.3,37.5,79.3,57,12,25,7,6,13,38,52,29
345,Timberwolves,110,121,L,41.5,28,80.6,62,15,20,6,1,17,23,54,23
346,Raptors,128,112,W,53.2,40,75,50,12,24,8,4,15,17,48,20
347,Knicks,112,128,L,45.8,27.3,81.8,53,16,18,12,6,14,13,58,26
348,Clippers,128,126,W,46.5,41.2,81.5,60,10,26,6,6,18,7,56,19
349,Bucks,126,128,L,44.8,34.8,69.6,63,15,31,11,8,17,11,56,26
350,Pelicans,119,99,W,48.8,44,82.8,60,16,28,7,7,18,14,56,18
351,Suns,99,119,L,40.7,27.8,95,41,10,16,10,7,17,5,46,27
352,Heat,110,116,L,44.3,36.4,76.9,49,14,25,5,5,19,5,48,31
353,Wizards,116,110,W,48.2,36.4,73.7,59,17,14,8,5,16,4,54,25
354,Bulls,99,98,W,47.6,38.9,66.7,47,5,20,7,5,11,15,52,19
355,Cavaliers,98,99,L,42.9,38.1,66.7,61,15,15,5,6,12,14,46,17
356,Grizzlies,112,106,W,43.7,36.7,73.3,51,15,16,9,3,11,14,56,18
357,76ers,106,112,L,51.8,25.8,62.5,58,8,27,10,6,23,20,60,20
358,Spurs,96,89,W,44.6,50,74.1,58,8,17,3,5,16,9,32,20
359,Rockets,89,96,L,33.3,22,69,59,15,11,10,5,8,12,42,24
360,Warriors,116,100,W,55.4,43.8,81,44,6,27,9,7,10,10,32,24
361,Nets,100,116,L,46.8,29.2,72.4,46,12,20,7,2,15,12,52,22
362,Mavericks,111,96,W,55.8,48.3,64.7,48,4,31,9,5,16,11,52,23
363,Thunder,96,111,L,39.2,26.5,61.1,58,26,17,9,2,16,15,48,19
364,Kings,86,101,L,34.8,24,80,60,13,11,7,5,19,25,38,20
365,Lakers,101,86,W,41.4,31.6,41.2,72,17,23,11,3,16,17,52,20
366,Pistons,103,113,L,36.5,27.3,78.9,60,22,21,5,4,10,3,50,18
367,Hornets,113,103,W,50.6,39.3,88.9,54,6,24,6,8,12,5,48,26
368,Rockets,115,103,W,48.6,42.6,71.9,47,8,18,6,5,17,9,32,22
369,Pacers,103,115,L,46.2,37.9,76.9,48,5,24,10,6,13,13,46,22
370,Knicks,89,115,L,35.2,17.9,73.3,65,13,13,4,15,19,7,42,21
371,Magic,115,89,W,44.9,40.5,90.9,55,10,31,10,9,11,14,46,21
372,Nuggets,114,121,L,46.1,47.4,70,49,10,27,8,5,10,12,32,16
373,Bucks,121,114,W,57.1,50,61.5,46,5,27,10,7,13,12,44,17
374,Trail Blazers,100,94,W,45.3,38.9,80,58,15,22,4,2,21,12,42,14
375,Celtics,94,100,L,38.7,33.3,80,50,11,19,11,5,13,16,26,16
376,Lakers,107,106,W,42.4,36.8,62.5,67,17,28,12,9,23,14,44,23
377,Hawks,106,107,L,43.2,35.1,84.6,51,10,25,11,4,19,19,46,23
378,Wizards,117,109,W,50.6,39.4,72.7,55,7,24,8,7,12,15,46,17
379,Magic,109,117,L,48.3,50,72.7,42,8,28,5,6,13,5,38,28
380,Heat,114,124,L,48.1,41.9,81.8,46,8,19,5,6,15,17,42,30
381,76ers,124,114,W,47,41.7,79.5,52,10,24,5,0,10,7,32,24
382,Raptors,110,126,L,40.2,28.9,86.4,50,13,22,9,5,11,28,42,20
383,Pelicans,126,110,W,54.5,37,61.5,61,14,30,2,4,13,7,72,20
384,Bulls,98,103,L,39.3,24.2,90.9,52,8,16,11,3,17,15,42,26
385,Mavericks,103,98,W,46.8,30.3,65.5,56,7,18,11,7,20,15,36,22
386,Grizzlies,88,96,L,41.8,16.7,78.3,50,8,19,7,9,16,20,54,28
387,Jazz,96,88,W,39,28.1,76.7,58,13,19,7,6,15,12,40,25
388,Timberwolves,120,113,W,52.5,43.5,83.9,64,9,26,8,6,23,17,52,17
389,Nets,113,120,L,39.6,36,68.2,47,19,28,10,2,13,2,42,29
390,Thunder,118,101,W,46.7,48.1,95,51,12,23,12,6,14,13,46,15
391,Suns,101,118,L,48.1,26.9,84.2,44,10,25,5,5,18,10,54,21
392,Kings,104,99,W,50,45.8,58.3,50,7,27,12,3,13,20,42,20
393,Spurs,99,104,L,43.7,32.3,81.3,50,9,25,5,4,15,9,32,12
394,Clippers,121,116,W,47.3,25,88.2,56,6,23,11,5,17,6,62,23
395,Warriors,116,121,L,46.8,38.7,69.6,53,11,27,7,8,17,17,36,25
396,Cavaliers,113,89,W,52.9,54.2,83.3,64,14,23,5,3,20,11,44,20
397,Hornets,89,113,L,34.7,19.5,78.9,44,12,22,12,4,9,12,34,11
398,Nuggets,99,109,L,50,44,75,40,7,27,11,2,16,5,40,20
399,Rockets,109,99,W,54.9,35.1,69.2,42,6,23,7,6,15,8,48,20
400,Warriors,110,103,W,42.9,44.4,95.2,55,13,28,8,6,13,5,34,20
401,Hawks,103,110,L,44.9,37.5,73.3,51,10,25,9,2,17,22,48,18
402,Magic,111,106,W,50,42.9,86.4,43,5,23,7,4,11,13,36,21
403,76ers,106,111,L,47.7,48.3,66.7,50,10,32,2,3,15,7,38,21
404,Wizards,119,95,W,47.8,32.5,69.2,54,12,30,17,3,18,17,52,25
405,Cavaliers,95,119,L,45.5,19,67.7,54,9,22,12,6,24,18,34,24
406,Celtics,111,82,W,46.7,44.1,85.7,53,8,27,12,5,14,22,48,12
407,Bulls,82,111,L,39.3,30.4,100,48,7,16,8,3,22,17,50,16
408,Nets,107,120,L,40.6,28.6,70.8,59,16,17,10,2,15,10,58,29
409,Heat,120,107,W,54.1,27.6,71.4,55,6,23,6,6,18,11,70,27
410,Raptors,104,106,L,48.9,20,58.8,59,12,23,9,3,20,10,70,19
411,Pistons,106,104,W,48.4,30.3,61.5,47,7,24,8,5,18,5,60,24
412,Bucks,113,116,L,50.6,25.7,81.5,48,9,22,5,8,16,17,64,22
413,Grizzlies,116,113,W,50.6,38.9,75,44,4,24,8,4,14,3,50,20
414,Timberwolves,107,100,W,41.1,43.8,79.2,57,11,29,14,6,16,20,36,22
415,Pelicans,100,107,L,42.6,32.1,61.1,62,10,25,7,6,18,11,52,21
416,Thunder,128,103,W,53.7,48.5,83.3,55,13,32,11,7,16,23,64,21
417,Knicks,103,128,L,44.3,26.9,78.3,45,9,18,8,8,18,20,52,17
418,Mavericks,118,68,W,58.4,42.9,66.7,59,7,24,12,6,20,10,52,19
419,Jazz,68,118,L,30.9,17.1,63.2,44,8,16,11,3,22,3,38,21
420,Suns,116,96,W,56,48.4,87.5,40,5,27,9,4,16,13,50,23
421,Spurs,96,116,L,42.2,30.4,79.2,51,13,16,7,4,18,19,44,12
422,Lakers,126,117,W,47.3,46.9,88.5,54,11,25,11,6,13,26,50,18
423,Trail Blazers,117,126,L,44.1,42.4,91.3,52,11,24,8,10,15,17,44,21
424,Rockets,107,86,W,40.2,34,80.8,52,14,20,8,4,8,11,38,21
425,Warriors,86,107,L,42.1,22.2,81.8,53,12,18,2,5,17,8,38,24
426,Nuggets,138,93,W,56.4,41.9,76,66,11,34,12,6,15,18,68,24
427,Hawks,93,138,L,34.8,21.4,74.1,48,15,20,7,5,19,18,42,22
428,Clippers,116,111,W,47.1,34.8,80,60,9,23,2,3,12,6,46,25
429,Spurs,111,116,L,40.2,31,80,58,15,19,7,6,5,11,52,24
430,Celtics,123,116,W,52.8,34.6,83.3,54,9,25,9,6,18,18,50,23
431,Raptors,116,123,L,43.3,27.6,82.8,52,11,20,12,4,14,12,52,23
432,Pacers,99,91,W,44.4,51.9,86.7,52,4,22,10,6,19,19,30,14
433,Heat,91,99,L,37.6,38.9,70,56,13,21,10,5,18,23,36,16
434,76ers,113,107,W,50.6,47.8,62.5,53,10,25,7,5,18,8,52,27
435,Jazz,107,113,L,46.6,18.2,56.8,62,10,15,10,4,13,8,66,25
436,Wizards,104,115,L,42.5,16.7,79.4,55,12,18,5,4,13,2,52,23
437,Nets,115,104,W,42.2,27.3,78.9,62,13,19,8,3,12,13,44,24
438,Grizzlies,112,104,W,50.6,44,62.5,48,9,24,11,5,16,13,54,23
439,Kings,104,112,L,46.3,36.4,75,52,9,23,9,2,21,37,42,24
440,Timberwolves,112,96,W,50,42.9,72.7,48,9,28,11,4,12,9,56,16
441,Trail Blazers,96,112,L,42,27.6,70,58,11,16,6,1,18,6,46,14
442,Pelicans,129,124,W,48.5,29.4,71.9,68,11,27,5,5,15,20,68,25
443,Knicks,124,129,L,49,32.4,70.8,49,12,15,10,6,13,21,54,31
444,Bucks,123,104,W,50.5,41.9,64.7,62,11,28,8,8,17,9,52,14
445,Bulls,104,123,L,43.6,39.4,69.2,47,4,22,8,3,12,5,38,15
446,Nets,119,127,L,45.5,46.4,76.5,58,15,25,4,5,11,11,48,22
447,Clippers,127,119,W,50.5,47.8,83.3,49,9,23,4,1,8,15,56,25
448,Hornets,119,122,L,42.4,32.3,92.6,56,9,23,10,3,17,18,50,29
449,76ers,122,119,W,41.9,31.4,86.8,62,9,23,9,6,19,16,46,24
450,Pacers,97,89,W,40.2,40,71.4,67,10,25,11,6,24,13,34,26
451,Hawks,89,97,L,35.6,27.6,70.4,55,5,20,15,6,18,27,44,24
452,Magic,130,117,W,53.8,34.4,82.6,47,11,28,5,8,13,14,62,23
453,Lakers,117,130,L,47.8,33.3,84,51,8,22,5,6,14,13,56,20
454,Pelicans,125,115,W,48.3,40,91.2,51,10,29,6,8,11,20,52,18
455,Nuggets,115,125,L,48.4,38.5,61.5,51,10,30,5,6,13,10,58,23
456,Celtics,86,98,L,38.5,15.2,55,63,17,16,11,4,14,4,46,22
457,Jazz,98,86,W,44.9,28.9,63,55,7,23,11,4,15,11,42,23
458,Bulls,83,122,L,34.9,29.6,71.4,44,7,21,13,3,22,17,38,19
459,Raptors,122,83,W,53.9,40,92.3,60,8,31,14,10,23,31,58,24
460,Rockets,132,112,W,56.8,42.6,83.3,50,6,27,9,10,22,17,50,20
461,Kings,112,132,L,45.1,31.4,75,48,13,23,10,3,14,14,64,21
462,Mavericks,112,109,W,46.5,29.4,64.7,58,8,18,6,5,10,15,50,18
463,Warriors,109,112,L,44.7,27.3,94.1,53,12,24,6,6,12,12,38,27
464,Suns,100,110,L,45.1,41.4,66.7,42,4,25,14,6,15,20,42,28
465,Thunder,110,100,W,44.7,29.2,84.4,62,14,17,9,7,18,5,46,20
466,Timberwolves,87,100,L,38.8,41.4,81.3,58,10,20,8,3,20,11,28,20
467,Grizzlies,100,87,W,42.7,42.9,72,48,10,26,11,9,12,6,36,20
468,Heat,97,113,L,40.2,40.6,73.7,58,12,20,3,5,14,5,40,21
469,Lakers,113,97,W,44.2,40.7,85.7,55,14,16,7,5,10,17,44,19
470,Magic,131,117,W,57.1,40.6,84.6,44,7,35,5,6,17,8,60,26
471,Knicks,117,131,L,46,33.3,82.9,49,17,12,7,2,14,12,52,26
472,Wizards,109,119,L,44.8,40.6,47.6,57,9,28,4,9,12,11,50,30
473,Trail Blazers,119,109,W,45.3,36.7,85.7,59,9,26,4,3,15,8,54,25
474,Spurs,104,92,W,44.6,41.7,70.6,56,11,24,3,5,11,7,36,18
475,Warriors,92,104,L,40.7,19.2,81,55,10,20,6,4,12,13,36,17
476,Hornets,117,112,W,48.3,36.6,72.7,52,8,18,5,3,14,6,44,16
477,Celtics,112,117,L,50.6,28.1,72.2,49,8,31,9,6,12,22,52,22
478,Pistons,113,102,W,46.1,34.2,94.7,56,13,26,5,4,12,11,52,27
479,Cavaliers,102,113,L,44.3,38.1,70.6,47,11,16,8,3,10,2,34,22
480,Pacers,121,94,W,52.7,48,64.7,52,11,35,13,3,9,12,54,17
481,Jazz,94,121,L,48.6,44,68.8,41,3,26,6,10,19,4,36,18
482,76ers,119,114,W,48.8,27.3,73.8,67,13,24,8,1,19,11,56,27
483,Suns,114,119,L,50.6,39.4,54.2,41,5,25,9,4,13,11,46,34
484,Hawks,119,127,L,44.6,31.6,89.5,57,16,29,6,6,16,6,52,38
485,Clippers,127,119,W,43,30.3,78.7,64,15,24,9,8,15,22,48,22
486,Grizzlies,98,88,W,46.8,40,85.7,52,5,29,8,11,16,12,44,21
487,Mavericks,88,98,L,34.1,31.3,85.7,53,7,17,8,4,11,17,36,19
488,Bucks,104,98,W,45.5,30.6,59.1,61,13,21,8,3,18,10,58,16
489,Nuggets,98,104,L,42.6,29.3,66.7,53,13,30,6,4,18,12,44,20
490,Pelicans,140,126,W,57.8,38.5,85.7,49,14,34,10,5,11,11,78,23
491,Spurs,126,140,L,47.9,50,80,51,18,22,7,0,15,17,58,20
492,Kings,117,113,W,44.1,42.1,64.7,66,14,29,7,4,15,19,50,18
493,Thunder,113,117,L,41.7,29.3,68.8,65,13,22,8,3,13,28,56,22
494,Magic,91,93,L,40.5,26.7,78.9,55,11,24,5,4,14,13,42,11
495,Raptors,93,91,W,44.8,26.5,75,49,6,23,7,5,16,14,48,19
496,Wizards,125,118,W,43,33.3,82.1,57,11,27,11,8,7,21,46,20
497,Clippers,118,125,L,51.7,40.7,83.3,49,7,20,6,4,19,12,56,28
498,Heat,92,104,L,36,21.9,65,67,18,18,5,6,14,2,50,24
499,Nets,104,92,W,43.2,25.8,76.9,60,13,17,6,4,12,9,58,21
500,Knicks,114,118,L,50.6,44.8,77.3,49,10,22,8,5,15,5,40,15
501,Trail Blazers,118,114,W,47.4,45.7,70.6,52,14,25,8,4,12,3,36,19
502,Hornets,127,109,W,56.3,62.1,86.4,43,6,30,7,3,12,10,46,15
503,Pacers,109,127,L,48.8,33.3,94.1,39,10,26,5,7,14,15,60,19
504,76ers,121,120,W,44.9,34.5,88.5,58,11,27,7,7,16,18,58,26
505,Pelicans,120,121,L,42.9,36.7,75.8,63,20,24,8,8,15,20,56,21
506,Hawks,108,124,L,45.2,27.8,77.8,37,9,24,10,7,9,19,54,21
507,Raptors,124,108,W,53.3,37.9,73.9,66,14,33,6,1,19,8,64,21
508,Celtics,109,117,L,39.2,30.3,71.9,60,15,30,10,9,8,15,42,16
509,Knicks,117,109,W,49.4,50,82.4,56,9,25,3,11,17,7,34,24
510,Cavaliers,105,109,L,38.2,38.2,93.3,48,15,18,3,2,3,8,32,22
511,Lakers,109,105,W,51.3,36,71.4,62,7,23,2,9,15,10,56,20
512,Bulls,124,116,W,56.8,44,87.5,44,4,28,8,2,17,19,60,19
513,Suns,116,124,L,49,29.4,100,44,6,28,9,5,13,12,66,20
514,Rockets,126,124,W,55.6,39.4,91.7,41,5,18,8,7,15,16,50,25
515,Pistons,124,126,L,47.1,47.1,75.7,48,15,20,8,1,16,8,46,26
516,Bucks,143,100,W,52.8,33.3,82.4,70,13,34,8,2,14,22,72,23
517,Trail Blazers,100,143,L,36.6,22,82.1,48,10,13,8,6,17,8,38,20
518,Timberwolves,101,103,L,44.3,28.1,84.6,50,8,24,8,3,18,8,46,15
519,Nuggets,103,101,W,47.2,40,83.3,46,9,29,12,4,14,11,48,22
520,Mavericks,119,113,W,48.7,40.7,78,58,8,21,10,3,13,17,38,20
521,Nets,113,119,L,44.7,33.3,71.4,49,16,23,8,2,14,16,50,31
522,Spurs,103,104,L,42.7,31.8,86.7,48,10,21,4,5,9,8,38,20
523,Grizzlies,104,103,W,48.1,32,85.7,48,4,21,4,7,9,3,42,25
524,Jazz,110,119,L,43.2,30.8,71,54,12,21,7,7,10,9,42,21
525,Kings,119,110,W,52.8,44,73.7,52,8,27,5,4,11,14,58,30
526,Warriors,95,123,L,43.4,24.1,66.7,50,7,24,7,10,17,16,30,18
527,Thunder,123,95,W,48.1,37.1,53.3,67,18,29,10,5,10,24,66,23
528,Nets,102,112,L,41.8,31.1,84.6,56,9,26,2,4,19,5,36,22
529,Timberwolves,112,102,W,47.8,36,88.2,44,9,25,15,4,7,16,52,20
530,Clippers,112,107,W,42.6,34.8,88.9,55,8,26,6,5,11,8,52,23
531,Grizzlies,107,112,L,45.7,33.3,77.8,56,6,29,6,7,17,8,52,29
532,Pistons,116,111,W,45.5,25.9,72.5,65,14,18,11,5,14,13,58,18
533,Rockets,111,116,L,41.8,27.8,90.5,53,17,22,6,7,14,17,58,26
534,Hawks,96,114,L,43.2,17.1,69,52,5,22,9,7,21,29,54,26
535,Celtics,114,96,W,46.2,32.5,81,56,7,31,11,7,16,23,42,29
536,Knicks,114,109,W,45.1,36.4,74.1,56,12,22,9,10,9,12,48,26
537,Pelicans,109,114,L,39.6,25,75.9,69,20,26,5,5,14,4,54,22
538,76ers,112,121,L,53.3,36.4,76.9,38,4,27,5,2,10,15,44,20
539,Cavaliers,121,112,W,52.7,50,75,51,14,16,7,1,9,8,44,25
540,Raptors,125,107,W,49.5,43.6,84.2,58,13,32,5,6,15,19,42,23
541,Wizards,107,125,L,40,19.6,94.7,53,14,28,8,7,13,10,48,16
542,Pacers,100,111,L,46.5,12.5,55.6,51,11,31,9,2,12,19,68,22
543,Spurs,111,100,W,50.6,47.6,70.8,54,9,28,3,4,15,17,38,19
544,Bulls,96,103,L,37.2,25,95,63,11,23,8,6,17,16,42,23
545,Heat,103,96,W,42.5,29.4,61.3,59,10,20,10,11,14,16,48,21
546,Thunder,109,104,W,44.1,33.3,66.7,57,11,24,6,2,14,17,48,18
547,Hornets,104,109,L,45.7,19.4,85.7,56,11,24,8,5,14,10,60,21
548,Bucks,114,116,L,48.3,22.7,66.7,55,7,30,6,7,14,17,62,17
549,Suns,116,114,W,50,34.6,77.3,50,6,21,8,4,11,11,54,25
550,Nuggets,112,87,W,47.3,32.1,88.2,57,12,33,10,5,11,13,64,20
551,Magic,87,112,L,40.5,25,78.9,45,4,24,7,2,15,8,32,19
552,Warriors,125,97,W,56.5,53.1,75,54,6,29,11,10,15,16,30,22
553,Trail Blazers,97,125,L,40.9,37.5,54.5,52,12,22,9,2,13,11,48,16
554,Lakers,90,83,W,45.6,30.4,61.1,57,5,10,11,5,24,13,54,20
555,Jazz,83,90,L,38.8,17.4,76.5,49,7,22,12,3,19,7,48,21
556,Cavaliers,117,108,W,48.9,31.8,75.9,60,20,15,11,2,14,9,52,24
557,Rockets,108,117,L,50,38.5,67.9,39,8,18,5,4,16,7,44,19
558,Wizards,124,114,W,56.7,34.5,52.2,54,5,30,12,9,15,6,70,16
559,Pelicans,114,124,L,47.8,35.5,81,47,7,23,10,3,16,9,44,21
560,Timberwolves,111,96,W,40.8,20.6,87,71,21,22,7,5,14,6,58,23
561,Bulls,96,111,L,39.5,30.3,71,51,6,22,7,4,15,15,36,19
562,Thunder,98,105,L,35.9,23.1,65.2,68,19,22,9,5,10,7,50,24
563,Nuggets,105,98,W,41.1,33.3,70.8,69,15,26,6,9,18,10,52,20
564,Mavericks,113,104,W,48.3,39,61.9,51,13,27,12,3,16,9,42,16
565,Celtics,104,113,L,47.7,35.7,92.3,48,9,19,8,3,18,15,42,21
566,Bucks,135,129,W,57,37.5,75.9,47,6,30,7,3,13,13,66,22
567,Spurs,129,135,L,53.3,47.6,75,47,9,27,8,3,10,7,50,21
568,Warriors,117,116,W,46.6,29.4,86.2,58,12,28,5,6,15,12,38,24
569,Kings,116,117,L,43.3,39.3,72.4,56,13,28,6,4,8,27,46,22
570,Lakers,104,108,L,46.8,38.5,64.5,54,5,22,9,10,18,21,52,17
571,Magic,108,104,W,45.2,35.5,92.9,51,9,31,8,5,14,9,56,22
572,Pistons,118,107,W,46.2,39,64,56,13,30,9,0,13,8,50,19
573,Suns,107,118,L,51.2,32,71.4,49,10,22,6,6,17,12,58,22
574,Hawks,124,123,W,53.2,41,72.7,50,9,34,5,9,15,19,58,23
575,Hornets,123,124,L,44.6,40,82.1,53,10,30,8,4,12,11,28,15
576,Nets,125,127,L,56.8,40,75,48,10,19,2,4,16,8,58,25
577,76ers,127,125,W,48.4,41.4,81.8,48,13,28,9,6,9,5,56,22
578,Raptors,125,115,W,52.2,31.4,80,58,11,25,4,7,11,20,60,21
579,Heat,115,125,L,41.1,41.7,68.8,56,17,21,6,5,7,5,38,22
580,Grizzlies,98,103,L,44.2,36.7,57.9,49,6,27,5,19,8,12,50,23
581,Knicks,103,98,W,37.4,36.4,84.4,69,14,17,4,5,10,23,42,21
582,Kings,112,133,L,47.1,39.1,74.2,44,7,20,10,7,17,13,52,25
583,Jazz,133,112,W,53.3,33.3,75.8,60,13,30,11,5,19,12,66,26
584,Trail Blazers,100,104,L,43.3,21.1,80,61,16,18,2,5,12,6,54,24
585,Clippers,104,100,W,42.2,20,67.6,59,11,15,9,5,4,8,44,13
586,Hornets,110,107,W,46.9,44.8,70,54,5,21,9,5,11,9,38,22
587,Bucks,107,110,L,41.1,34.8,81,55,10,25,7,5,16,13,40,22
588,Cavaliers,95,102,L,41.9,32.3,92.9,50,9,24,4,3,17,4,30,18
589,Timberwolves,102,95,W,46.5,30.8,73.7,52,8,18,8,8,9,10,44,18
590,Wizards,135,131,W,56.2,37.9,75,45,9,29,7,7,13,8,62,29
591,Rockets,131,135,L,47.4,37.5,77.8,59,18,22,8,5,21,9,56,31
592,Bulls,107,108,L,46.7,42.4,81.8,50,5,23,6,5,12,4,32,12
593,Spurs,108,107,W,48.4,33.3,88.9,49,7,29,7,2,10,5,56,16
594,Pelicans,107,124,L,44.2,37.5,93.1,48,9,21,8,5,22,13,34,20
595,Celtics,124,107,W,49.5,48.7,90,47,14,27,14,4,15,18,42,25
596,Jazz,88,121,L,42,25.8,70.6,44,10,25,10,4,19,8,50,17
597,Pacers,121,88,W,58.3,50,82.4,46,4,33,13,4,16,13,54,17
598,Warriors,116,110,W,48.8,37.1,91.3,55,10,21,8,7,15,20,36,19
599,Magic,110,116,L,44.4,46.7,76.2,45,6,28,11,2,11,9,44,21
600,Pistons,115,108,W,47.5,29.2,71.1,60,7,20,5,7,13,20,56,26
601,Knicks,108,115,L,39.6,33.3,84.4,55,13,16,5,5,13,4,38,31
602,Heat,113,115,L,46,34.2,66.7,53,11,22,20,3,20,15,54,25
603,Hawks,115,113,W,47.5,38.7,84.4,51,10,22,13,7,24,18,50,24
604,Grizzlies,114,122,L,50.6,34.5,85.7,41,11,27,9,5,15,6,46,23
605,Raptors,122,114,W,60.9,54.5,71.4,39,4,25,5,5,15,27,38,18
606,Nuggets,117,85,W,48.5,36,93.3,65,16,28,7,4,12,13,56,17
607,Lakers,85,117,L,39.1,14.3,66.7,45,8,19,5,8,12,12,56,19
608,Suns,104,109,L,44.6,33.3,66.7,52,12,20,8,6,9,14,48,17
609,Pacers,109,104,W,42.2,42.3,75.9,64,17,25,8,6,12,16,36,13
610,Hornets,108,94,W,45.8,20,75.7,56,5,20,15,5,14,14,62,21
611,Hawks,94,108,L,34.4,25,86.4,62,16,20,11,8,19,10,38,25
612,76ers,117,91,W,54,48,68.8,59,8,34,7,5,16,20,56,19
613,Knicks,91,117,L,34.8,20.7,95.5,47,11,14,11,5,15,14,48,21
614,Nets,91,101,L,34.9,36.7,71.4,58,14,11,12,5,20,8,32,20
615,Jazz,101,91,W,47.6,32.1,66.7,56,8,17,10,6,19,2,52,25
616,Rockets,108,128,L,46,28.9,65.2,48,15,28,10,5,18,20,54,26
617,Mavericks,128,108,W,54.1,50,79.2,51,10,27,10,7,15,8,50,17
618,Bucks,116,113,W,49.4,34.3,75,51,8,29,6,8,12,19,56,23
619,Bulls,113,116,L,44.9,29.7,75.9,55,9,28,9,3,11,10,44,23
620,Timberwolves,128,89,W,50.5,43.9,66.7,57,13,33,12,6,9,18,56,18
621,Spurs,89,128,L,39.1,29.6,100,50,12,23,1,8,19,11,42,17
622,Pelicans,125,104,W,48.4,30.6,78.6,75,17,24,10,5,20,26,62,20
623,Wizards,104,125,L,43.2,33.3,56.3,41,12,26,12,2,16,8,38,22
624,Thunder,100,83,W,47.7,22.2,80,56,8,25,5,11,13,13,56,18
625,Cavaliers,83,100,L,39.3,39.1,44.4,51,7,20,4,1,14,13,32,19
626,Trail Blazers,115,112,W,43.5,48.7,68.8,57,13,24,8,1,12,8,30,17
627,Magic,112,115,L,51.9,46.7,93.3,41,3,28,3,8,15,2,38,20
628,Clippers,115,99,W,46.5,52.4,75,65,18,21,6,7,21,18,48,17
629,Suns,99,115,L,43.8,30.8,72.2,44,7,20,17,6,17,18,50,24
630,Raptors,131,128,W,52.2,39.5,91.7,45,7,25,5,6,15,18,48,23
631,Warriors,128,131,L,48.5,36.7,85,56,17,27,6,5,15,10,44,22
632,Lakers,104,96,W,48.8,29.2,56.5,59,11,25,8,11,18,20,58,23
633,Pacers,96,104,L,37.2,43.5,81.5,54,10,23,14,4,17,20,38,22
634,Kings,121,133,L,47.9,29.2,84.6,57,16,26,4,2,11,22,68,25
635,Clippers,133,121,W,55.6,42.9,75,44,8,25,7,5,10,12,62,21
636,Celtics,128,95,W,53.3,54.8,81.3,55,12,30,4,4,10,18,54,27
637,Cavaliers,95,128,L,39,31.8,80,45,9,18,5,1,13,7,32,21
638,Hornets,111,119,L,49.5,32.1,61.5,47,7,19,8,3,8,13,70,17
639,Jazz,119,111,W,54.3,45,72.2,48,6,32,5,5,14,11,46,13
640,Pistons,107,88,W,44.6,38.2,75,60,13,24,5,5,13,11,48,17
641,Bulls,88,107,L,43,14.3,78.6,47,7,25,5,7,15,2,54,20
642,76ers,123,98,W,43.9,31.6,75.8,70,17,28,11,7,12,21,54,17
643,Wizards,98,123,L,40.2,28.6,84.2,51,8,22,10,4,16,13,46,20
644,Nets,125,131,L,44.7,36.4,83.3,58,11,26,7,4,19,13,46,28
645,Grizzlies,131,125,W,49.5,40,86.4,53,11,27,8,6,17,16,68,23
646,Heat,106,101,W,43,33.3,62.5,58,13,22,10,4,13,9,48,24
647,Pelicans,101,106,L,42.7,21.4,86.2,55,11,25,4,8,16,11,46,22
648,Thunder,124,109,W,52.3,43.9,93.3,51,7,30,12,7,22,24,46,24
649,Hawks,109,124,L,44.8,30.6,60,53,14,26,15,3,21,16,58,12
650,Spurs,105,136,L,45.3,35.7,85,50,9,24,4,4,13,7,48,18
651,Rockets,136,105,W,50,40.7,80,53,13,32,9,6,6,16,52,22
652,Suns,85,99,L,40.5,25,71.4,47,9,22,5,0,13,10,42,15
653,Magic,99,85,W,47.6,29.6,72.2,55,8,23,7,5,12,4,46,16
654,Lakers,114,103,W,48.8,30,65.6,61,9,23,8,3,18,31,62,29
655,Mavericks,103,114,L,39.5,25.6,73.5,55,9,20,9,4,16,13,40,25
